cat1,cat2,name,raised,desc,ticker,start,end,www,,
Artificial Intelligence,,alfa-enzo,,"Alfa-Enzo is patented social mining platform that lets the community solves the most critical problems of the blockchain—scaling and mass adoption. It uses a patent-pending side-chain process to let you mine tokens by discovering and interacting with social contents on the network. The patented design was developed from scratch to ensure that you earn for your time and anything you create from posts to transactions. The more you give to the network, the faster you earn. Powering Alfa-Enzo's ecosystem is Enzo (NZO). Enzo is a time-token that converts the user's time into a stored value. It is mined using a special Proof-of-Activity (PoS + PoW) protocol that's designed to properly compensate users for the time they spent from social activities to marketplace activities. Miners can transact with the tokens, or sell the tokens on exchanges to Advertisers and Publishers who need the tokens to serve advertisements. Tokens are burned when Advertisements are injected into the system, which continually create a fair increase in value and demand for tokens . Alfa-Enzo holds a number of patents and will provide its source code for open-review in April 2019. It is a presently in MVP status with a baseline release of its social mining app ALFA for iOS, and on track to deliver the first Android version in November 2018. Users will be retroactively reimbursed for their time spent on the network after the launch of its main-net in 2019.",NZO,16th Nov 2018,17th Feb 2019,https://www.alfaenzo.io,Cayman Islands,https://www.alfaenzo.io/libs/pdf/whitepaper.pdf
Artificial Intelligence,,basis neuro,9,"Brain-computer Interfaces to train your brain, manipulate gadgets and enjoy new VR powerful games. BASIS NEURO is a platform for creating brain-controlled gadgets and services. Our unique neural interfaces allows everyone to add super features to their projects. We have realized the technology of neural control for smartphones, VR and games in business, education and medicine. Join us and the new NeuroFuture!",BNST,15th Jun 2018,15th Jul 2018,https://ico.basisneuro.com,Cayman Islands,http://basisneuro.com/BasisNeuro_whitepaper_v.1.0_en.pdf
Artificial Intelligence,,bitmed,,"BitMED is a global healthcare solutions company that offers cost-free healthcare on blockchain, subsidized by the transaction of anonymous member data to trusted healthcare partners. More than 20 medical conditions are covered by telehealth and physician moderated forums through BitMED Clinic, ranging from women’s health to sports medicine to mental health. With a pipeline of more than 50M members, the BitMED BXMP protocol and BXM token are being adopted by more than 17 different partners across Australia, Rwanda, Myanmar, Mongolia, The United States, and Kenya, establishing one of the world’s largest blockchain solutions for healthcare. Together with its partners, BitMED is creating meaningful solutions to global healthcare challenges and addressing a market space valued at more than $230B annually. BitMED is headquartered in Austin, Texas in the US with corporate and clinical staff based in several global locations.",BXM,1st Oct 2018,16th Nov 2018,https://investor.bitmed.io,Cayman Islands,
Artificial Intelligence,,datablockchain,,"DataBlockChain.io is a revolutionary data platform that stands to disrupt the way that companies and individuals gather premium data. Our product will democratize data, making it more readily available and less expensive than the current methods of data gathering and vetting. The result is that clients can access specific data sets in a cost-effective and transparent way, collecting exactly what they need without paying for extraneous data. Merging our own proprietary data with many of the world’s largest databases ranging from government data, industry-specific data, voting records, business to business data, property data, credit bureau data, etc. to create a comprehensive variety of data sets valuable to individuals and businesses looking to both attract and retain clients. As a result of our platform, all participants will be able to obtain the exact, nuanced data they are seeking, because we remove the middlemen in the data industry.",DBCCoin,10th Sep 2018,24th Nov 2018,https://www.datablockchain.io,Cayman Islands,https://www.datablockchain.io/pdf/whitepaper.pdf
Artificial Intelligence,,demblock,,The DemBlock marketplace is an already fully functioning and working decentralized electronic marketplace with the possibility to offer notarized supplier data on the blockchain. Suppliers have the possibility to list their products on the DemBlock marketplace and to conduct corporate and sourcing verification on the blockchain.,Dbto1,20th Apr 2019,28th Aug 2019,https://demblock-tge.com/index,Cayman Islands,https://drive.google.com/file/d/1YTTPDxxwYLZqvnQESPQS0C7LR9LGWz5b/view
Artificial Intelligence,,etainpower,3.5,"EtainPower is a team of experts with a background in blockchain technology,we help provide renewable energy projects overcome their financial barriers.P While at the same time improving the operation of the current power grid utilities.and enchanting the equality of electricity transactions.",EPR,25th Dec 2018,30th Dec 2018,https://www.etainpower.io,Cayman Islands,https://etainpower.io/resource/EtainPowerWhitePaper.pdf
Artificial Intelligence,,hoard wallet,1.116,"Our Mission: To empower anyone, anywhere in the world to hold, track, transfer and transact with any digital asset from their mobile device, privately and instantly. We’re not building a bank, we’re reinventing banking. Why Hoard: Traditional banking is slow and expensive. Crypto-tech is complex and stifles adoption. Markets are hard to enter which block participation. Cryptocurrencies aren’t fungible like cash. Systems are missing critical machine learning and automation. Dapps and chains can be extremely fragmented. This is a nightmare for everyday consumers. Who wants to use 7 apps just to manage 4 currencies or transact between 2 parties? Simplicity is not a patent. It’s time for real change. Hoard App: An open source mobile wallet to store, swap, send or spend cryptocurrency and cash. An app that layers over blockchain to make it easier for consumers to adopt and transact with their peers. All backed by a second layer blockchain protocol for transaction scalability.",HOARD,15th Sep 2018,9th Nov 2018,https://hoardinvest.com,Cayman Islands,https://www.hoardinvest.com/whitepaper.pdf
Artificial Intelligence,,howdoo,,"Howdoo is a decentralized social platform for users, content creators, & advertisers. Designed to stimulate greater trust, openness, and transparency, the platform rewards and empowers the users, content creators, and communities that form the true value of any social network. It's about giving users complete control over their personal data, and the choice of whether or not to monetize such insights; it's about providing the means to measure the trust and reputation of information sources; it's about inspiring content creators, giving them the ability to maintain ownership of their assets across all third party channels, and the opportunity to receive a fair return for their efforts; and it's about giving advertisers the chance to engage with willing audiences, and to incentivize all influencers in a simple and convenient fashion. In other words, we’re developing capabilities that will fundamentally re-shape the concept of social media.",uDoo,12th Jun 2018,12th Jul 2018,http://www.howdoo.io,Cayman Islands,https://howdoo.io/wp-content/uploads/2018/02/howdoo-whitepaper.pdf
Artificial Intelligence,,simplybrand,2.63891,"simplyBrand aims to establish a platform with built-in AI model and machine learning technology to identify counterfeits. Crowd-sourced participants will be incentivized to assist in verifying the unidentifiable items throughout the whole process. The information of the counterfeiters will then be published on the blockchain, which is immutable and totally public for everybody to read. In addition, two major functions will be released along the way and will result in more parties joining the platform to complete the goal of evolving the platform into a self-governed ecosystem. By combining these cutting-edge technologies, and also designing mechanisms to govern the platform by itself, our solution would be able to solve this problem at a larger scale and high effectiveness.",SBA,24th Mar 2019,27th Mar 2019,https://simplybrand.io/en,Cayman Islands,https://www.docdroid.net/4j8zC4N/simplybrand-whitepaper-en-v303-20181205.pdf
Banking,,2tf,,2TF is a mobile global payment platform with decentralized principles where users transact directly through the use of stable price cryptocurrencies and smart contracts. The use of other channels is possible to increase the coverage of digital services on the platform and mobile wallets available for iOS and Android are the interaction user interface with the platform and its entire ecosystem. The 2TF platform is a payment system that uses blockchain to facilitates the transfer of money worldwide with a fair cost between users and partners. The core of the payment system is to act as a substitute to traditional online payment methods and bringing the financial intermediary business back to the people related to cross-border transactions with in-build counter-party marketplace in a comfortable and easy way.,2TF,8th Oct 2018,13th Nov 2018,https://2tf.network,Cayman Islands,https://2tf.network/documents/whitepaper.pdf
